Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards
2017/2018,VFB STUTTGART,"Ozcan, Berkay",17,11,1004,1,2,7,12,1,0
2017/2018,VFB STUTTGART,"Pavard, Benjamin",34,34,3060,1,0,3,10,2,0
2017/2018,VFB STUTTGART,Ailton,5,1,106,0,0,0,0,0,0
2017/2018,VFB STUTTGART,"Aogo, Dennis",29,22,1954,0,6,1,15,5,0
2017/2018,VFB STUTTGART,"Ascacíbar, Santiago",29,27,2383,0,1,2,11,9,1
2017/2018,VFB STUTTGART,"Baumgartl, Timo",29,29,2610,0,0,3,8,4,0
2017/2018,VFB STUTTGART,"Bruun, Jacob",5,1,110,0,0,0,0,0,0
2017/2018,VFB STUTTGART,"Burnic, Dzenis",6,3,304,0,0,0,7,2,1
2017/2018,VFB STUTTGART,"Grgic, Anto",1,0,5,0,0,0,0,0,0
2017/2018,VFB STUTTGART,"Insúa, Emiliano",25,24,2106,0,2,3,11,2,0
2017/2018,VFB STUTTGART,"Kaminski, Marcin",23,12,1134,0,0,0,3,0,0
2017/2018,VFB STUTTGART,"Mangala, Orel",20,7,770,0,0,3,11,2,0
2017/2018,VFB STUTTGART,"Ofori, Ebenezer",1,0,9,0,0,0,0,0,0
2017/2018,VFB STUTTGART,"Zieler, Ron-Robert",34,34,3060,0,0,0,0,3,0
2017/2018,VFB STUTTGART,"Zimmermann, Matthias",3,1,76,0,0,0,1,0,0
2013/2014,SC FREIBURG,"Mehmedi, Admir",32,29,2612,12,4,39,79,2,1
2013/2014,SC FREIBURG,"Klaus, Felix",21,14,1387,5,1,12,33,5,0
2013/2014,SC FREIBURG,"Schmid, Jonathan",29,28,2439,4,8,20,45,2,0
2013/2014,SC FREIBURG,"Darida, Vladimir",23,21,1882,3,6,11,32,3,0
2013/2014,SC FREIBURG,"Guede, Karim",20,16,1300,3,0,4,16,4,0
2013/2014,SC FREIBURG,"Schuster, Julian",27,22,1934,3,1,6,14,6,0
2013/2014,SC FREIBURG,"Freis, Sebastian",17,13,1097,2,4,5,19,0,0
2013/2014,SC FREIBURG,"Hanke, Mike",15,4,474,2,0,8,17,2,0
2013/2014,SC FREIBURG,"Höfler, Nicolas",14,7,661,2,1,3,7,5,0
2013/2014,SC FREIBURG,"Sorg, Oliver",31,31,2770,2,2,5,20,5,1
2013/2014,SC FREIBURG,"Fernandes, Gelson",30,26,2217,1,2,3,7,5,0
2013/2014,SC FREIBURG,"Krmas, Pavel",19,17,1512,1,1,1,4,4,0
2013/2014,SC FREIBURG,"Terrazzino, Marco",2,0,42,1,0,1,1,1,0
2013/2014,SC FREIBURG,"Zulechner, Philip",7,1,131,1,0,4,10,1,0
2013/2014,SC FREIBURG,"Albutat, Tim",1,0,28,0,0,0,0,0,0
2013/2014,SC FREIBURG,"Baumann, Oliver",33,33,2970,0,0,0,0,0,0
2013/2014,SC FREIBURG,"Coquelin, Francis",16,9,720,0,1,1,6,2,1
2013/2014,SC FREIBURG,"Diagne, Fallou",12,12,952,0,0,1,3,3,1
2013/2014,SC FREIBURG,"Ginter, Matthias",34,34,3039,0,0,6,22,1,0
2013/2014,SC FREIBURG,"Günter, Christian",29,25,2325,0,1,2,13,4,0
2013/2014,SC FREIBURG,"Höhn, Immanuel",19,15,1453,0,0,2,3,0,0
2013/2014,SC FREIBURG,"Kerk, Sebastian",19,2,498,0,0,4,13,2,0
2013/2014,SC FREIBURG,"Laprevotte, Charles-Elie",1,1,60,0,0,0,1,0,0
2013/2014,SC FREIBURG,"Lorenzoni, Nicolai",1,0,8,0,0,0,1,0,0
2013/2014,SC FREIBURG,"Mujdza, Mensur",7,7,549,0,0,1,1,3,0
2013/2014,SC FREIBURG,"Philipp, Maximilian",1,0,1,0,0,0,0,0,0
2013/2014,SC FREIBURG,"Pilar, Vaclav",6,5,309,0,0,1,2,2,0
2013/2014,SC FREIBURG,"Schraml, Tim",1,0,1,0,0,0,0,0,0
2013/2014,SC FREIBURG,"Schwolow, Alexander",1,1,90,0,0,0,0,0,0
2013/2014,SC FREIBURG,"Zuck, Hendrick",2,1,84,0,0,0,0,0,0
2014/2015,SC FREIBURG,"Petersen, Nils",19,7,726,9,2,14,21,0,0
2014/2015,SC FREIBURG,"Darida, Vladimir",31,27,2421,6,1,21,45,3,1
2014/2015,SC FREIBURG,"Frantz, Mike",25,14,1193,4,1,11,27,3,0
2014/2015,SC FREIBURG,"Mehmedi, Admir",28,26,2251,4,1,26,50,3,0
2014/2015,SC FREIBURG,"Schmid, Jonathan",33,32,2825,4,8,32,66,2,0
2014/2015,SC FREIBURG,"Kempf, Marc",13,10,917,2,0,2,6,3,0
2014/2015,SC FREIBURG,"Klaus, Felix",31,27,2225,2,2,17,35,5,0
2014/2015,SC FREIBURG,"Günter, Christian",34,32,2885,1,2,7,26,4,0
2014/2015,SC FREIBURG,"Höhn, Immanuel",7,6,540,1,0,1,1,0,0
2014/2015,SC FREIBURG,"Kerk, Sebastian",9,2,272,1,0,4,7,1,0
2014/2015,SC FREIBURG,"Philipp, Maximilian",24,10,1158,1,2,10,22,4,0
2014/2015,SC FREIBURG,"Sorg, Oliver",25,24,2054,1,3,9,22,3,0
2014/2015,SC FREIBURG,"Burki, Roman",34,34,3060,0,0,0,0,2,0
2014/2015,SC FREIBURG,"Daehli, Mats",2,2,180,0,0,0,1,0,0
2014/2015,SC FREIBURG,"Freis, Sebastian",7,4,347,0,0,3,8,1,0
2014/2015,SC FREIBURG,"Guede, Karim",18,12,1010,0,4,0,2,3,0
2014/2015,SC FREIBURG,"Höfler, Nicolas",20,15,1419,0,0,1,4,2,0
2014/2015,SC FREIBURG,"Jullien, Christopher",1,0,18,0,0,0,0,0,0
2014/2015,SC FREIBURG,"Kath, Florian",1,0,8,0,0,0,0,0,0
2014/2015,SC FREIBURG,"Krmas, Pavel",22,22,1939,0,0,1,8,6,1
2014/2015,SC FREIBURG,"Mitrovic, Stefan",14,13,1137,0,1,0,5,2,1
2014/2015,SC FREIBURG,"Mujdza, Mensur",10,5,551,0,0,0,2,1,0
2014/2015,SC FREIBURG,"Riether, Sascha",19,16,1403,0,0,1,3,3,0
2014/2015,SC FREIBURG,"Schahin, Dani",12,1,233,0,0,2,10,1,0
2014/2015,SC FREIBURG,"Schuster, Julian",21,18,1547,0,0,6,16,7,0
2014/2015,SC FREIBURG,"Torrejón, Marc",19,17,1504,0,0,2,4,3,1
2014/2015,SC FREIBURG,"Zulechner, Philip",2,0,17,0,0,0,1,1,0
2016/2017,SC FREIBURG,"Niederlechner, Florian",34,29,2421,11,3,32,73,4,0
2016/2017,SC FREIBURG,"Petersen, Nils",33,7,1234,10,4,27,51,0,0
2016/2017,SC FREIBURG,"Philipp, Maximilian",25,23,1939,9,2,19,53,5,0
2016/2017,SC FREIBURG,"Grifo, Vincenzo",30,27,2490,6,7,31,83,1,0
2016/2017,SC FREIBURG,"Haberer, Janik",32,22,1954,3,4,5,30,7,0
2016/2017,SC FREIBURG,"Abrashi, Amir",20,16,1321,1,0,4,10,3,0
2016/2017,SC FREIBURG,"Höfler, Nicolas",28,26,2369,1,1,2,7,7,0
2016/2017,SC FREIBURG,"Stenzel, Pascal",19,14,1302,1,1,4,14,3,0
2016/2017,SC FREIBURG,"Bulut, Onur",21,12,999,0,1,3,9,3,0
2016/2017,SC FREIBURG,"Fohrenbach, Jonas",3,1,101,0,0,0,0,0,0
2016/2017,SC FREIBURG,"Frantz, Mike",30,29,2500,0,1,5,23,2,0
2016/2017,SC FREIBURG,"Guede, Karim",5,3,185,0,0,0,3,0,0
2016/2017,SC FREIBURG,"Gulde, Manuel",20,19,1687,0,0,0,2,2,0
2016/2017,SC FREIBURG,"Günter, Christian",31,30,2696,0,2,4,15,5,1
2016/2017,SC FREIBURG,"Ignjovski, Aleksandar",19,12,1050,0,0,0,3,2,0
2016/2017,SC FREIBURG,"Kempf, Marc-Oliver",13,12,1146,0,0,1,3,2,0
2016/2017,SC FREIBURG,"Kubler, Lukas",16,14,1158,0,0,1,4,1,0
2016/2017,SC FREIBURG,"Meffert, Jonas",1,1,58,0,0,0,0,0,0
2016/2017,SC FREIBURG,"Moller Daehli, Mats",2,0,23,0,0,0,0,0,0
2016/2017,SC FREIBURG,"Niedermeier, Georg",6,0,91,0,0,0,1,0,0
2016/2017,SC FREIBURG,"Nielsen, Havard",4,0,24,0,1,0,0,0,0
2016/2017,SC FREIBURG,"Schuster, Julian",13,9,847,0,0,0,3,3,0
2016/2017,SC FREIBURG,"Schwolow, Alexander",34,34,3060,0,0,0,0,1,0
2016/2017,SC FREIBURG,"Soyuncu, Çaglar",24,24,2070,0,1,2,9,4,0
2016/2017,SC FREIBURG,"Torrejón, Marc",12,10,930,0,0,2,4,1,0
2017/2018,SC FREIBURG,"Petersen, Nils",32,24,2240,15,1,23,61,3,1
2017/2018,SC FREIBURG,"Haberer, Janik",33,31,2757,3,4,18,46,9,0
2017/2018,SC FREIBURG,"Kleindienst, Tim",22,12,1134,2,3,12,41,2,0
2017/2018,SC FREIBURG,"Koch, Robin",26,21,1916,2,1,4,12,3,0
2017/2018,SC FREIBURG,"Niederlechner, Florian",10,9,700,2,0,7,24,1,0
2017/2018,SC FREIBURG,"Gulde, Manuel",17,17,1530,1,0,3,9,1,0
2017/2018,SC FREIBURG,"Günter, Christian",34,34,3060,1,3,8,27,2,0
2017/2018,SC FREIBURG,"Höfler, Nicolas",27,24,2259,1,3,2,12,6,1
2017/2018,SC FREIBURG,"Holer, Lucas",14,12,915,1,0,6,12,0,0
2017/2018,SC FREIBURG,"Kapustka, Bartosz",7,3,233,1,0,2,4,0,0
2017/2018,SC FREIBURG,"Kath, Florian",24,3,659,1,0,6,16,3,0
2017/2018,SC FREIBURG,"Soyuncu, Çaglar",26,25,2153,1,0,3,9,4,2
2017/2018,SC FREIBURG,"Stenzel, Pascal",25,21,1939,1,0,5,16,3,0
2017/2018,SC FREIBURG,"Abrashi, Amir",12,11,851,0,0,0,5,2,0
2017/2018,SC FREIBURG,"Bulut, Onur",1,0,38,0,0,0,0,0,0
2017/2018,SC FREIBURG,"Drager, Mohamed",2,0,51,0,0,0,0,0,0
2017/2018,SC FREIBURG,"Frantz, Mike",15,12,1045,0,1,5,11,0,0
2017/2018,SC FREIBURG,"Gikiewicz, Rafal",2,1,153,0,0,0,0,0,0
2017/2018,SC FREIBURG,"Guede, Karim",2,1,60,0,0,0,0,0,0
2017/2018,SC FREIBURG,"Kempf, Marc-Oliver",12,11,901,0,1,1,5,1,0
2017/2018,SC FREIBURG,"Kent, Ryan",6,1,244,0,0,2,8,1,0
2017/2018,SC FREIBURG,"Kubler, Lukas",15,13,1151,0,0,1,4,3,0
2017/2018,SC FREIBURG,"Lienhart, Philipp",11,11,867,0,0,0,2,2,0
2017/2018,SC FREIBURG,"Ravet, Yoric",10,5,494,0,2,5,17,0,1
2017/2018,SC FREIBURG,"Schuster, Julian",18,16,1310,0,0,1,12,1,0
2017/2018,SC FREIBURG,"Schwolow, Alexander",33,33,2907,0,0,0,1,0,0
2017/2018,SC FREIBURG,"Sierro, Vincent",4,3,215,0,0,0,4,0,0
2017/2018,SC FREIBURG,"Stanko, Caleb",6,1,188,0,0,0,1,0,0
2017/2018,SC FREIBURG,"Terrazzino, Marco",24,19,1499,0,1,8,24,3,0
2016/2017,RB LEIPZIG,"Werner, Timo",31,28,2432,21,5,37,75,4,0
2016/2017,RB LEIPZIG,"Forsberg, Emil",30,27,2346,8,20,19,49,1,1
2016/2017,RB LEIPZIG,"Keita, Naby",31,29,2412,8,7,14,43,8,0
2016/2017,RB LEIPZIG,"Sabitzer, Marcel",32,31,2601,8,4,34,75,3,0
2016/2017,RB LEIPZIG,"Poulsen, Yussuf",29,25,2067,5,4,20,48,4,0
2016/2017,RB LEIPZIG,"Selke, Davie",21,2,436,4,1,5,12,4,0
2016/2017,RB LEIPZIG,"Orban, Willi",28,28,2518,3,1,10,25,7,1
2016/2017,RB LEIPZIG,"Compper, Marvin",25,25,2102,2,0,2,7,6,0
2016/2017,RB LEIPZIG,"Papadopoulos, Kyriakos",16,15,1318,2,0,3,14,6,0
2016/2017,RB LEIPZIG,"Burke, Oliver",25,5,618,1,2,5,9,1,0
2016/2017,RB LEIPZIG,"Demme, Diego",32,32,2872,1,3,5,14,4,0
2016/2017,RB LEIPZIG,"Kaiser, Dominik",25,7,950,1,0,4,15,2,0
2016/2017,RB LEIPZIG,Bernardo,22,21,1894,0,1,4,15,3,0
2016/2017,RB LEIPZIG,"Bruno, Massimo",1,0,4,0,0,1,1,0,0
2016/2017,RB LEIPZIG,"Coltorti, Fabio",1,1,90,0,0,0,0,0,0
2016/2017,RB LEIPZIG,"Gulacsi, Peter",33,33,2970,0,0,0,0,1,0
2016/2017,RB LEIPZIG,"Halstenberg, Marcel",30,30,2659,0,2,8,30,4,0
2016/2017,RB LEIPZIG,"Ilsanker, Stefan",33,29,2644,0,0,3,8,8,0
2016/2017,RB LEIPZIG,"Khedira, Rani",10,1,157,0,0,0,2,0,0
2016/2017,RB LEIPZIG,"Klostermann, Lukas",1,1,90,0,0,0,1,1,0
2016/2017,RB LEIPZIG,"Palacios, Federico",2,0,55,0,0,1,2,0,0
2016/2017,RB LEIPZIG,"Schmitz, Benno",16,11,988,0,2,1,9,2,0
2016/2017,RB LEIPZIG,"Upamecano, Dayot",12,8,666,0,0,0,1,3,0
2017/2018,RB LEIPZIG,"Werner, Timo",32,28,2484,13,7,41,92,1,0
2017/2018,RB LEIPZIG,"Augustin, Jean-Kevin",25,14,1271,9,5,20,38,1,0
2017/2018,RB LEIPZIG,"Keita, Naby",27,23,1966,6,5,13,44,7,2
2017/2018,RB LEIPZIG,"Lookman, Ademola",11,7,575,5,3,6,13,1,0
2017/2018,RB LEIPZIG,Bruma,28,16,1608,4,2,15,42,0,0
2017/2018,RB LEIPZIG,"Poulsen, Yussuf",30,18,1660,4,2,14,39,1,0
2017/2018,RB LEIPZIG,"Orban, Willi",26,25,2127,3,0,3,11,5,1
2017/2018,RB LEIPZIG,"Sabitzer, Marcel",22,21,1791,3,5,22,61,4,0
2017/2018,RB LEIPZIG,"Upamecano, Dayot",28,25,2263,3,0,7,10,2,1
2017/2018,RB LEIPZIG,"Forsberg, Emil",21,15,1372,2,2,9,35,0,1
2017/2018,RB LEIPZIG,"Halstenberg, Marcel",15,14,1177,2,2,8,24,3,0
2017/2018,RB LEIPZIG,Bernardo,18,15,1350,1,1,3,11,2,0
2017/2018,RB LEIPZIG,"Kampl, Kevin",27,22,2050,1,3,8,30,3,0
2017/2018,RB LEIPZIG,"Klostermann, Lukas",26,25,2192,1,0,4,12,2,0
2017/2018,RB LEIPZIG,"Compper, Marvin",2,1,90,0,0,0,0,0,0
2017/2018,RB LEIPZIG,"Demme, Diego",30,25,2285,0,3,3,11,4,0
2017/2018,RB LEIPZIG,"Gulacsi, Peter",33,33,2970,0,0,0,0,1,0
2017/2018,RB LEIPZIG,"Ilsanker, Stefan",21,14,1285,0,1,1,3,2,1
2017/2018,RB LEIPZIG,"Kaiser, Dominik",10,3,272,0,0,1,4,0,0
2017/2018,RB LEIPZIG,"Konate, Ibrahima",16,14,1226,0,0,0,0,1,0
2017/2018,RB LEIPZIG,"Laimer, Konrad",22,14,1333,0,2,0,5,2,0
2017/2018,RB LEIPZIG,"Mvogo, Yvon",1,1,90,0,0,0,0,0,0
2017/2018,RB LEIPZIG,"Schmitz, Benno",2,1,82,0,0,0,0,0,0
